Date,Open,High,Low,Close,Volume,Predicted High,Predicted Low
20120627,1572.482,1583.039,1562.657,1574.052,35.43305978,1578.953,1548
20120628,1573.953,1578.953,1548,1551.915,39.69581981,1606.933,1551.065
20120629,1551.065,1606.933,1551.065,1597.065,48.39167971,1602.443,1587.178
20120702,1598.943,1602.443,1587.178,1596.772,37.09139979,1624.837,1594.848
20120703,1596.765,1624.837,1594.848,1616.967,38.85061988,1620.252,1611.452
20120704,1616.975,1620.252,1611.452,1614.414,20.74659986,1623.728,1597.448
20120705,1615.414,1623.728,1597.448,1604.175,37.94737979,1609.678,1576.445
20120706,1604.165,1609.678,1576.445,1583.115,39.7963198,1592.852,1576.417
20120709,1581.053,1592.852,1576.417,1587.222,32.20007978,1601.183,1564.482
20120710,1587.214,1601.183,1564.482,1566.799,36.85867979,1583.152,1565.543
20120711,1566.818,1583.152,1565.543,1575.641,35.00059968,1577.881,1554.944
20120712,1576.415,1577.881,1554.944,1571.635,39.90985966,1596.752,1565.931
20120713,1571.636,1596.752,1565.931,1588.915,35.58167987,1594.853,1577.81
20120716,1590.452,1594.853,1577.81,1589.183,32.0363998,1599.003,1571.548
20120717,1589.239,1599.003,1571.548,1582.964,39.58481991,1585.964,1567.731
20120718,1582.815,1585.964,1567.731,1573.037,36.51521974,1591.523,1572.323
20120719,1573.037,1591.523,1572.323,1580.872,33.6319398,1587.152,1573.652
20120720,1580.872,1587.152,1573.652,1584.032,40.26957983,1582.858,1563.185
20120723,1580.352,1582.858,1563.185,1576.551,40.31167992,1584.363,1568.585
20120724,1576.55,1584.363,1568.585,1580.774,39.90673987,1610.414,1578.723
20120725,1580.767,1610.414,1578.723,1604.04,48.1548999,1621.753,1601.245
20120726,1605.064,1621.753,1601.245,1615.417,42.14848604,1629.483,1611.753
20120727,1615.409,1629.483,1611.753,1622.764,41.05189977,1626.114,1614.293
20120730,1623.283,1626.114,1614.293,1621.715,29.08589983,1627.983,1610.847
20120731,1621.731,1627.983,1610.847,1614.203,42.17295966,1618.601,1591.916
20120801,1614.217,1618.601,1591.916,1599.246,42.10429982,1615.147,1584.553
20120802,1599.603,1615.147,1584.553,1587.215,36.6743997,1606.723,1585.315
20120803,1588.765,1606.723,1585.315,1602.614,37.04049986,1615.447,1602.173
20120806,1604.423,1615.447,1602.173,1610.404,31.1904199,1618.452,1608.242
20120807,1611.233,1618.452,1608.242,1611.979,31.01469991,1616.783,1603.336
20120808,1611.97,1616.783,1603.336,1612.208,35.46217976,1618.352,1609.571
20120809,1612.196,1618.352,1609.571,1616.664,32.18591973,1626.533,1605.546
20120810,1616.664,1626.533,1605.546,1619.414,34.85017984,1625.568,1607.427
20120813,1621.773,1625.568,1607.427,1609.52,34.02793962,1616.263,1590.315
20120814,1609.813,1616.263,1590.315,1598.545,32.35323972,1606.463,1589.922
20120815,1598.66,1606.463,1589.922,1602.604,31.64425972,1618.553,1600.806
20120816,1602.964,1618.553,1600.806,1614.801,32.89891973,1620.115,1611.647
20120817,1614.819,1620.115,1611.647,1615.514,29.20551973,1622.552,1609.761
20120820,1615.733,1622.552,1609.761,1620.075,28.08399977,1641.373,1618.552
20120821,1620.076,1641.373,1618.552,1637.364,31.93541976,1655.952,1634.464
20120822,1637.764,1655.952,1634.464,1653.872,32.45250005,1674.852,1652.214
20120823,1653.873,1674.852,1652.214,1670.358,44.96251967,1673.863,1662.492
20120824,1670.367,1673.863,1662.492,1670.164,35.89005978,1676.773,1663.148
20120827,1671.853,1676.773,1663.148,1663.564,13.0613199,1672.303,1656.832
20120828,1663.564,1672.303,1656.832,1666.445,33.85435972,1669.872,1652.247
20120829,1666.444,1669.872,1652.247,1656.089,29.86283982,1664.1,1650.775
20120830,1656.115,1664.1,1650.775,1655.176,30.09569975,1692.952,1645.896
20120831,1655.014,1692.952,1645.896,1690.726,34.00249992,1695.232,1685.391
20120903,1690.593,1695.232,1685.391,1692.133,25.19269979,1698.898,1687.956
20120904,1690.883,1698.898,1687.956,1695.509,35.15557976,1695.852,1687.272
20120905,1695.022,1695.852,1687.272,1692.614,36.14091972,1713.675,1691.51
20120906,1692.614,1713.675,1691.51,1699.983,42.37993966,1741.678,1688.914
20120907,1699.977,1741.678,1688.914,1735.164,37.45431998,1740.007,1724.752
20120910,1735.213,1740.007,1724.752,1725.804,38.17995972,1737.952,1725.713
20120911,1725.77,1737.952,1725.713,1731.737,34.6715598,1747.087,1725.163
20120912,1731.741,1747.087,1725.163,1730.164,39.5839597,1772.652,1716.714
20120913,1730.314,1772.652,1716.714,1766.559,40.4040599,1777.752,1765.472
20120914,1766.602,1777.752,1765.472,1769.914,48.49917966,1776.552,1754.023
20120917,1771.053,1776.552,1754.023,1760.816,36.24127973,1773.319,1751.782
20120918,1760.824,1773.319,1751.782,1771.262,41.60591974,1779.352,1761.802
20120919,1770.803,1779.352,1761.802,1769.942,21.66740039,1772.252,1755.5
20120920,1769.573,1772.252,1755.5,1768.262,19.32970028,1787.452,1765.092
20120921,1767.693,1787.452,1765.092,1772.752,30.57939981,1772.373,1755.518
20120924,1772.143,1772.373,1755.518,1763.911,40.72593966,1774.993,1758.748
20120925,1763.914,1774.993,1758.748,1760.371,40.47869974,1765.552,1736.312
20120926,1760.389,1765.552,1736.312,1752.201,35.11943975,1780.243,1750.827
20120927,1753.293,1780.243,1750.827,1777.013,28.54430001,1783.159,1767.262
20120928,1777.015,1783.159,1767.262,1772.222,33.78813993,1791.605,1763.362
20121001,1770.913,1791.605,1763.362,1775.081,42.34199971,1784.262,1769.991
20121002,1776.402,1784.262,1769.991,1774.232,33.29995976,1781.753,1770.882
20121003,1774.239,1781.753,1770.882,1777.534,36.77637968,1795.147,1777.403
20121004,1777.508,1795.147,1777.403,1790.066,41.44965972,1795.852,1772.392
20121005,1790.142,1795.852,1772.392,1779.748,28.22119981,1779.942,1766.483
20121008,1779.563,1779.942,1766.483,1774.669,31.69781969,1779.709,1760.362
20121009,1775.603,1779.709,1760.362,1764.044,33.11209976,1768.169,1756.915
20121010,1764.062,1768.169,1756.915,1762.07,35.23479971,1774.828,1758.443
20121011,1762.031,1774.828,1758.443,1766.882,33.79773992,1773.247,1752.119
20121012,1767.333,1773.247,1752.119,1752.945,32.92028015,1753.543,1728.53
20121015,1753.273,1753.543,1728.53,1737.112,29.77596022,1748.098,1734.673
20121016,1737.112,1748.098,1734.673,1747.164,27.41220005,1753.452,1742.723
20121017,1747.175,1753.452,1742.723,1749.786,30.58490028,1751.952,1738.043
20121018,1749.79,1751.952,1738.043,1741.162,33.46096004,1743.209,1715.912
20121019,1741.162,1743.209,1715.912,1720.502,35.32968008,1729.382,1713.414
20121022,1719.833,1729.382,1713.414,1728.117,30.20014002,1730.052,1703.807
20121023,1728.11,1730.052,1703.807,1707.505,33.61742006,1714.352,1698.442
20121024,1707.506,1714.352,1698.442,1701.573,36.53774024,1717.952,1701.502
20121025,1701.567,1717.952,1701.502,1711.728,31.66976009,1718.633,1700.652
20121026,1711.738,1718.633,1700.652,1710.234,38.58912012,1717.252,1705.923
20121029,1711.773,1717.252,1705.923,1708.943,23.36700022,1715.163,1704.708
20121030,1709.553,1715.163,1704.708,1709.03,21.03856007,1725.913,1709.263
20121031,1709.342,1725.913,1709.263,1720.442,29.72578023,1726.923,1713.573
20121101,1719.423,1726.923,1713.573,1713.998,25.23343994,1716.693,1674.617
20121102,1715.033,1716.693,1674.617,1677.062,34.4373603,1686.252,1672.506
20121105,1676.343,1686.252,1672.506,1684.736,32.18698023,1720.852,1683.552
20121106,1684.752,1720.852,1683.552,1715.763,33.06362047,1731.868,1703.052
20121107,1715.763,1731.868,1703.052,1717.383,50.21604077,1735.052,1712.652
20121108,1717.383,1735.052,1712.652,1731.203,38.07684064,1738.752,1727.013
20121109,1731.159,1738.752,1727.013,1730.933,36.53548043,1737.953,1725.687
20121112,1731.683,1737.953,1725.687,1728.013,25.64452025,1733.052,1717.832
20121113,1727.993,1733.052,1717.832,1724.713,34.57544043,1733.933,1720.643
20121114,1724.733,1733.933,1720.643,1726.503,34.26118038,1727.767,1704.793
20121115,1726.104,1727.767,1704.793,1715.506,33.99542004,1717.152,1705.686
20121116,1715.513,1717.152,1705.686,1713.723,29.07266007,1735.511,1714.113
20121119,1714.552,1735.511,1714.113,1731.378,29.07922018,1735.553,1722
20121120,1731.37,1735.553,1722,1726.736,27.85518012,1731.952,1719.652
20121121,1726.736,1731.952,1719.652,1728.373,32.59718056,1732.552,1728.393
20121122,1728.393,1732.552,1728.393,1729.707,14.09340024,1754.291,1727.993
20121123,1729.853,1754.291,1727.993,1751.101,24.62240009,1752.152,1745.952
20121126,1750.724,1752.152,1745.952,1748.363,33.85364047,1751.752,1740.447
20121127,1749.313,1751.752,1740.447,1741.944,33.41906033,1743.052,1705.804
20121128,1741.928,1743.052,1705.804,1719.533,40.44753998,1728.366,1718
20121129,1719.304,1728.366,1718,1725.752,30.80634028,1731.603,1708.397
20121130,1725.813,1731.603,1708.397,1714.613,34.86236009,1722.608,1712.75
20121203,1714.143,1722.608,1712.75,1715.813,29.9867401,1717.243,1691.252
20121204,1715.813,1717.243,1691.252,1697.231,42.32006012,1706.76,1684.663
20121205,1697.219,1706.76,1684.663,1693.723,36.01959997,1703.173,1685.84
20121206,1693.852,1703.173,1685.84,1699.603,38.02116001,1705.393,1683.352
20121207,1699.6,1705.393,1683.352,1703.783,32.6274002,1717.283,1702.563
20121210,1703.463,1717.283,1702.563,1712.633,34.33112064,1714.293,1704.73
20121211,1712.252,1714.293,1704.73,1709.678,38.35949975,1723.263,1707.052
20121212,1709.675,1723.263,1707.052,1711.422,36.84919984,1711.429,1689.403
20121213,1711.429,1711.429,1689.403,1696.913,39.15495988,1700.463,1693.063
20121214,1696.818,1700.463,1693.063,1695.463,26.01784004,1699.803,1686.463
20121217,1697.273,1699.803,1686.463,1697.903,24.24608006,1703.093,1660.952
20121218,1697.72,1703.093,1660.952,1671.033,27.6829401,1676.783,1663.352
20121219,1671.033,1676.783,1663.352,1667.013,35.11150026,1671.752,1635.371
20121220,1666.963,1671.752,1635.371,1647.923,32.0698001,1659.652,1635.543
20121221,1647.923,1659.652,1635.543,1656.853,31.33280021,1665.833,1651.833
20121224,1656.933,1665.833,1651.833,1658.053,10.40840001,1667.989,1650.152
20121226,1654.723,1667.989,1650.152,1659.113,12.82785998,1665.452,1652.652
20121227,1658.869,1665.452,1652.652,1663.803,19.01312019,1666.152,1653.652
20121228,1663.052,1666.152,1653.652,1655.553,16.35960024,1680.423,1655.373
20121231,1655.673,1680.423,1655.373,1674.983,13.90588021,1694.873,1670.152
20130102,1674.603,1694.873,1670.152,1686.59,25.93634023,1689.952,1660.752
20130103,1686.6,1689.952,1660.752,1663.673,31.26602011,1664.052,1625.759
20130104,1663.492,1664.052,1625.759,1655.463,40.54966033,1662.493,1642.752
20130107,1655.943,1662.493,1642.752,1646.772,27.72827992,1662.552,1646.552
20130108,1646.78,1662.552,1646.552,1658.983,24.66655988,1665.852,1651.352
20130109,1658.963,1665.852,1651.352,1657.556,27.79422007,1678.773,1653.753
20130110,1657.546,1678.773,1653.753,1674.999,26.15216012,1676.852,1653.112
20130111,1674.993,1676.852,1653.112,1662.513,28.10724013,1674.853,1659.952
20130114,1662.123,1674.853,1659.952,1667.608,21.42190006,1685.166,1666.363
20130115,1667.613,1685.166,1666.363,1679.103,31.55623989,1684.797,1673.363
20130116,1679.652,1684.797,1673.363,1679.713,31.17165989,1696.657,1666.697
20130117,1679.683,1696.657,1666.697,1687.403,36.06209985,1695.214,1683.552
20130118,1686.905,1695.214,1683.552,1684.03,29.33225987,1691.26,1684.852
20130121,1685.933,1691.26,1684.852,1689.147,16.70509989,1696.052,1686.752
20130122,1689.243,1696.052,1686.752,1692.363,30.77356007,1695.047,1683.653
20130123,1692.261,1695.047,1683.653,1685.593,37.34356005,1686.152,1664.902
20130124,1685.443,1686.152,1664.902,1667.803,36.85688005,1672.31,1655.852
20130125,1667.788,1672.31,1655.852,1658.523,35.75390003,1662.329,1651.927
20130128,1658.833,1662.329,1651.927,1655.383,30.66807993,1666.125,1654.333
20130129,1655.413,1666.125,1654.333,1663.312,35.45903993,1683.852,1662.73
20130130,1663.052,1683.852,1662.73,1676.685,56.39638035,1680.738,1657.852
20130131,1676.683,1680.738,1657.852,1663.563,35.43277982,1682.07,1659.958
20130201,1663.267,1682.07,1659.958,1667.183,41.34710009,1677.652,1661.552
20130204,1668.452,1677.652,1661.552,1674.203,22.39833997,1685.344,1666.603
20130205,1674.239,1685.344,1666.603,1672.733,51.67277995,1679.752,1668.223
20130206,1672.697,1679.752,1668.223,1677.473,42.57400004,1683.152,1662.921
20130207,1677.493,1683.152,1662.921,1671.053,46.55272008,1673.623,1664.965
20130208,1670.974,1673.623,1664.965,1666.883,33.28349992,1669.552,1643.712
20130211,1667.313,1669.552,1643.712,1647.863,27.80983987,1653.352,1639.16
20130212,1647.648,1653.352,1639.16,1651.093,39.40196,1653.47,1640.352
20130213,1651.093,1653.47,1640.352,1642.343,42.40735987,1649.993,1632.792
20130214,1642.231,1649.993,1632.792,1634.563,43.74333998,1635.952,1597.822
20130215,1634.493,1635.952,1597.822,1609.855,46.72335981,1618.764,1607.052
20130218,1609.533,1618.764,1607.052,1609.752,27.48059971,1615.176,1600.627
20130219,1609.552,1615.176,1600.627,1604.893,36.20371989,1609.452,1558.593
20130220,1604.793,1609.452,1558.593,1564.253,51.94619983,1584.953,1554.948
20130221,1564.243,1584.953,1554.948,1575.894,79.57392025,1587.199,1569.853
20130222,1575.901,1587.199,1569.853,1581.13,43.93279982,1596.952,1575.152
20130225,1580.173,1596.952,1575.152,1593.163,39.12457984,1620.063,1584.347
20130226,1592.823,1620.063,1584.347,1613.383,97.40064037,1614.771,1592.319
20130227,1613.353,1614.771,1592.319,1596.963,62.57777964,1602.923,1574.852
20130228,1596.745,1602.923,1574.852,1579.463,68.49641993,1587.252,1564.727
20130301,1579.463,1587.252,1564.727,1576.03,52.79135953,1584.828,1569.4
20130304,1578.533,1584.828,1569.4,1573.543,45.1451999,1586.445,1571.848
20130305,1573.563,1586.445,1571.848,1575.213,60.31040048,1584.852,1567.25
20130306,1575.114,1584.852,1567.25,1583.627,69.97770078,1585.452,1574.952
20130307,1583.627,1585.452,1574.952,1578.733,48.63964063,1583.678,1561.39
20130308,1578.624,1583.678,1561.39,1578.623,54.87950027,1583.171,1575.452
20130311,1578.243,1583.171,1575.452,1581.581,36.67370025,1598.38,1579.991
20130312,1581.352,1598.38,1579.991,1592.505,51.53050046,1599.233,1585.5
20130313,1592.713,1599.233,1585.5,1587.671,33.95244019,1593.277,1576.347
20130314,1587.673,1593.277,1576.347,1590.008,47.23602051,1598.852,1588.453
20130315,1590.083,1598.852,1588.453,1591.117,28.52228022,1611.143,1590.824
20130318,1597.953,1611.143,1590.824,1605.323,27.28306035,1615.652,1600
20130319,1604.052,1615.652,1600,1612.746,25.1736001,1614.752,1603.103
20130320,1612.753,1614.752,1603.103,1606.702,17.67020023,1616.852,1604.423
20130321,1606.363,1616.852,1604.423,1614.618,18.61982012,1616.116,1603.462
20130322,1614.852,1616.116,1603.462,1607.27,17.26136024,1613.593,1589.763
20130325,1609.463,1613.593,1589.763,1604.842,23.88830015,1605.97,1594.555
20130326,1605.153,1605.97,1594.555,1599.515,15.83090025,1608.221,1591.229
20130327,1599.733,1608.221,1591.229,1604.989,20.6800601,1607.652,1593.842
20130328,1605.093,1607.652,1593.842,1596.719,19.68236023,1601.052,1594.677
20130401,1597.413,1601.052,1594.677,1599.376,14.53620011,1603.863,1573.687
20130402,1599.367,1603.863,1573.687,1575.589,19.56674031,1577.113,1549.772
20130403,1575.586,1577.113,1549.772,1557.659,30.54018033,1559.452,1540.077
20130404,1557.752,1559.452,1540.077,1554.34,31.15190016,1581.163,1549.276
20130405,1554.152,1581.163,1549.276,1580.157,39.42662019,1583.052,1567.343
20130408,1580.943,1583.052,1567.343,1573.202,19.43574018,1590.343,1570.352
20130409,1573.222,1590.343,1570.352,1585.052,17.03528008,1588.554,1555.552
20130410,1585.152,1588.554,1555.552,1558.064,23.2055003,1568.283,1553.345
20130411,1558.05,1568.283,1553.345,1561.174,31.59148024,1564.643,1480.452
20130412,1561.166,1564.643,1480.452,1482.247,58.74436026,1495.473,1334.55
20130415,1481.323,1495.473,1334.55,1347.17,71.43274984,1403.352,1321.552
20130416,1347.209,1403.352,1321.552,1367.023,70.36151934,1395.043,1364.852
20130417,1367.003,1395.043,1364.852,1375.962,61.75623965,1401.989,1336.352
20130418,1375.982,1401.989,1336.352,1390.194,47.31885967,1425.013,1385.713
20130419,1390.168,1425.013,1385.713,1403.58,31.20993991,1438.952,1403.552
20130422,1407.47,1438.952,1403.552,1426.086,41.93265979,1432.703,1404.748
20130423,1426.087,1432.703,1404.748,1412.836,37.81289997,1433.867,1412.189
20130424,1412.833,1433.867,1412.189,1431.506,32.32579995,1468.99,1427
20130425,1431.502,1468.99,1427,1467.665,34.81902004,1485.28,1447.844
20130426,1467.647,1485.28,1447.844,1461.369,84.24500043,1478.744,1462.105
20130429,1466.333,1478.744,1462.105,1475.454,30.39809999,1480.052,1460.94
20130430,1475.423,1480.052,1460.94,1476.395,46.94926015,1478.016,1440.352
20130501,1475.64,1478.016,1440.352,1457.253,34.46768018,1473.556,1448.752
20130502,1456.976,1473.556,1448.752,1466.832,31.90554012,1487.803,1455.997
20130503,1466.833,1487.803,1455.997,1469.687,30.17552002,1478.822,1464.481
20130506,1470.152,1478.822,1464.481,1469.09,24.25900002,1470.611,1441.24
20130507,1469.106,1470.611,1441.24,1452.446,50.3262399,1476.675,1447.586
20130508,1452.447,1476.675,1447.586,1473.809,66.6117598,1476.33,1453.182
20130509,1473.785,1476.33,1453.182,1457.856,81.18744126,1462.108,1419.547
20130510,1457.83,1462.108,1419.547,1447.003,69.07846055,1446.517,1425.852
20130513,1444.978,1446.517,1425.852,1430.354,56.32944021,1445.421,1421.052
20130514,1430.294,1445.421,1421.052,1425.201,64.55330027,1430.748,1388.67
20130515,1425.202,1430.748,1388.67,1392.806,68.20722024,1398.281,1369.63
20130516,1392.792,1398.281,1369.63,1385.618,77.80854067,1392.86,1355.148
20130517,1385.612,1392.86,1355.148,1358.293,88.36830101,1399.046,1337.948
20130520,1364.594,1399.046,1337.948,1393.158,42.33726017,1401.57,1359.648
20130521,1393.852,1401.57,1359.648,1375.866,86.36820059,1414.231,1354.478
20130522,1373.895,1414.231,1354.478,1369.272,105.4851806,1398.252,1356.75
20130523,1369.268,1398.252,1356.75,1390.306,109.7071214,1398.21,1382.351
20130524,1390.742,1398.21,1382.351,1386.052,63.70744016,1396.574,1384.29
20130527,1387.245,1396.574,1384.29,1394.184,13.46371985,1401.21,1373.67
20130528,1393.724,1401.21,1373.67,1380.631,51.3446004,1395.262,1380.055
20130529,1381.626,1395.262,1380.055,1392.68,61.83892068,1417.952,1388.752
20130530,1392.352,1417.952,1388.752,1413.444,69.57178051,1421.87,1384.738
20130531,1413.294,1421.87,1384.738,1387.221,50.12981984,1416.731,1388.56
20130603,1389.227,1416.731,1388.56,1410.612,26.51105933,1415.035,1388.95
20130604,1410.602,1415.035,1388.95,1398.985,74.25956002,1410.524,1395.748
20130605,1398.99,1410.524,1395.748,1402.775,66.73860064,1423.552,1391.74
20130606,1402.796,1423.552,1391.74,1413.568,58.22762029,1417.896,1377.703
20130607,1413.495,1417.896,1377.703,1381.965,33.60859968,1389.021,1375.873
20130610,1382.943,1389.021,1375.873,1386.084,11.50397975,1387.571,1365.241
20130611,1386.05,1387.571,1365.241,1377.814,37.2054191,1394.64,1373.879
20130612,1377.808,1394.64,1373.879,1388.286,38.4631591,1394.903,1374.474
20130613,1387.793,1394.903,1374.474,1385.602,24.83277954,1392.29,1378.44
20130614,1385.572,1392.29,1378.44,1389.607,35.23623913,1391.963,1380.599
20130617,1390.733,1391.963,1380.599,1385.078,5.943159858,1386.086,1361.129
20130618,1384.683,1386.086,1361.129,1367.187,23.33519948,1376.553,1349.046
20130619,1367.158,1376.553,1349.046,1350.896,30.58199925,1351.252,1276.071
20130620,1350.901,1351.252,1276.071,1284.302,35.13921917,1302.424,1269.343
20130621,1284.315,1302.424,1269.343,1295.432,68.68565829,1301.539,1276.1
20130624,1297.013,1301.539,1276.1,1281.899,42.72663894,1289.47,1271.72
20130625,1281.9,1289.47,1271.72,1277.159,46.18627885,1277.971,1221.785
20130626,1277.113,1277.971,1221.785,1225.99,50.57469876,1244.69,1196.73
20130627,1226.001,1244.69,1196.73,1200.127,61.47309849,1235.043,1180.274
20130628,1200.295,1235.043,1180.274,1233.266,71.8252582,1261.63,1225.069
20130701,1234.29,1261.63,1225.069,1251.964,52.0944987,1267.369,1239.58
20130702,1251.968,1267.369,1239.58,1242.887,50.86863872,1259.94,1236.753
20130703,1242.851,1259.94,1236.753,1251.904,38.42561904,1257.358,1244.53
20130704,1251.898,1257.358,1244.53,1248.283,20.49583948,1248.58,1208.133
20130705,1248.113,1248.58,1208.133,1222.328,38.15693904,1238.533,1215.383
20130708,1222.243,1238.533,1215.383,1236.285,10.88995973,1260.222,1233.413
20130709,1236.523,1260.222,1233.413,1250.581,44.94557887,1265.743,1243.82
20130710,1250.523,1265.743,1243.82,1258.683,36.05251909,1298.658,1258.723
20130711,1258.723,1298.658,1258.723,1285.527,45.04807889,1288.55,1267.74
20130712,1285.507,1288.55,1267.74,1284.262,41.66645896,1294.678,1273.803
20130715,1284.703,1294.678,1273.803,1284.186,16.5301396,1295.745,1277.096
20130716,1282.573,1295.745,1277.096,1291.534,29.97757927,1300.338,1270.188
20130717,1291.423,1300.338,1270.188,1275.459,19.41993954,1288.528,1273.96
20130718,1275.449,1288.528,1273.96,1283.7,23.07883943,1297.771,1282.303
20130719,1283.725,1297.771,1282.303,1294.953,42.95121893,1339.348,1295.952
20130722,1296.943,1339.348,1295.952,1335.25,33.43817918,1346.634,1326.453
20130723,1334.713,1346.634,1326.453,1344.667,32.65571919,1347.463,1313.063
20130724,1344.646,1347.463,1313.063,1321.575,14.35205965,1337.705,1308.823
20130725,1321.592,1337.705,1308.823,1333.161,26.64721935,1340.463,1312.073
20130726,1333.138,1340.463,1312.073,1332.6,31.57877921,1338.26,1322.8
20130729,1333.023,1338.26,1322.8,1327.436,18.48833956,1330.055,1317
20130730,1326.943,1330.055,1317,1325.596,25.51293936,1338.828,1305.433
20130731,1326.903,1338.828,1305.433,1324.246,38.17555905,1330.91,1307.503
20130801,1323.423,1330.91,1307.503,1309.354,36.91625908,1318.228,1282.823
20130802,1309.325,1318.228,1282.823,1310.993,13.40865967,1320.488,1297.263
20130805,1312.393,1320.488,1297.263,1302.349,21.71495946,1306.815,1278.994
20130806,1302.341,1306.815,1278.994,1282.518,30.48933924,1289.29,1272.73
20130807,1282.193,1289.29,1272.73,1286.917,27.41769933,1314.265,1282.636
20130808,1286.96,1314.265,1282.636,1312.755,40.99217897,1317.179,1304.94
20130809,1311.933,1317.179,1304.94,1314.153,25.67287937,1343.87,1314.573
20130812,1315.033,1343.87,1314.573,1337.65,30.27947926,1341.32,1318.51
20130813,1337.76,1341.32,1318.51,1321.182,22.11605945,1336.25,1315.853
20130814,1320.673,1336.25,1315.853,1335.615,20.35579949,1370.054,1318.863
20130815,1335.723,1370.054,1318.863,1365.677,33.87741919,1379.499,1357.783
20130816,1365.704,1379.499,1357.783,1376.079,40.824439,1384.372,1362.399
20130819,1378.483,1384.372,1362.399,1365.601,16.56569959,1377.507,1352.24
20130820,1364.763,1377.507,1352.24,1370.8,23.07581944,1378.988,1359.764
20130821,1370.893,1378.988,1359.764,1366.25,21.09161948,1381.71,1355.031
20130822,1366.09,1381.71,1355.031,1375.62,26.64899937,1400.017,1368.473
20130823,1375.669,1400.017,1368.473,1396.957,24.73255941,1406.623,1389.227
20130826,1398.603,1406.623,1389.227,1404.173,8.912999803,1423.74,1395.758
20130827,1404.196,1423.74,1395.758,1414.74,12.04645971,1433.695,1413.344
20130828,1415.673,1433.695,1413.344,1417.099,13.60343967,1418.212,1402.471
20130829,1417.102,1418.212,1402.471,1407.253,27.28787954,1411.171,1392.192
20130830,1407.253,1411.171,1392.192,1394.518,23.63285976,1398.28,1373.622
20130902,1393.193,1398.28,1373.622,1390.472,12.9223399,1416.295,1384.462
20130903,1391.445,1416.295,1384.462,1411.829,35.90319945,1414.947,1384.653
20130904,1411.342,1414.947,1384.653,1390.968,24.3411197,1399.817,1364.87
20130905,1391.042,1399.817,1364.87,1367.092,32.88895946,1393.342,1362.203
20130906,1366.342,1393.342,1362.203,1391.478,26.21977959,1394.317,1382.002
20130909,1391.073,1394.317,1382.002,1386.288,25.47265941,1391.182,1357.753
20130910,1386.292,1391.182,1357.753,1363.153,24.44585954,1368.537,1356.518
20130911,1363.602,1368.537,1356.518,1364.265,11.78459986,1366.04,1320.542
20130912,1364.217,1366.04,1320.542,1320.854,21.51567965,1330.845,1304.88
20130913,1320.883,1330.845,1304.88,1326.145,33.5292795,1335.043,1302.863
20130916,1335.043,1335.043,1302.863,1312.129,31.65871997,1323.84,1306.113
20130917,1311.963,1323.84,1306.113,1309.825,35.54019942,1366.437,1291.662
20130918,1309.81,1366.437,1291.662,1362.667,39.88313955,1375.217,1358.542
20130919,1362.63,1375.217,1358.542,1365.755,28.89648002,1368.142,1324.548
20130920,1365.242,1368.142,1324.548,1324.686,28.14519991,1331.827,1313.363
20130923,1326.313,1331.827,1313.363,1321.915,34.83104973,1329.282,1305.812
20130924,1321.922,1329.282,1305.812,1322.841,39.96311946,1338.008,1316.609
20130925,1322.831,1338.008,1316.609,1333.927,38.97149963,1339.242,1318.822
20130926,1333.929,1339.242,1318.822,1323.503,34.17947943,1344.034,1319.563
20130927,1323.497,1344.034,1319.563,1335.183,38.13317991,1352.263,1322.772
20130930,1341.363,1352.263,1322.772,1328.587,27.37115971,1337.514,1282.352
20131001,1327.483,1337.514,1282.352,1286.842,30.96167975,1323.821,1277.842
20131002,1286.827,1323.821,1277.842,1315.714,34.54347958,1322.242,1302.022
20131003,1315.608,1322.242,1302.022,1316.418,34.73027949,1325.442,1305.642
20131004,1316.451,1325.442,1305.642,1309.318,26.01425961,1328.883,1308.532
20131007,1311.723,1328.883,1308.532,1322.826,36.78577949,1330.038,1315.657
20131008,1322.642,1330.038,1315.657,1318.873,43.52641937,1322.018,1294.72
20131009,1318.765,1322.018,1294.72,1305.149,47.9454792,1311.642,1282.012
20131010,1306.842,1311.642,1282.012,1286.948,43.87681929,1294.437,1261.473
20131011,1286.857,1294.437,1261.473,1270.992,53.95571946,1289.923,1268.453
20131014,1276.603,1289.923,1268.453,1276.132,39.38503939,1288.037,1251.662
20131015,1273.042,1288.037,1251.662,1281.694,53.71177927,1287.838,1269.242
20131016,1281.843,1287.838,1269.242,1282.033,53.75785909,1324.342,1274.482
20131017,1281.742,1324.342,1274.482,1320.036,57.35701963,1326.911,1311.702
20131018,1320.049,1326.911,1311.702,1315.218,33.10685944,1324.017,1313.151
20131021,1316.046,1324.017,1313.151,1315.675,23.56737963,1344.663,1310.132
20131022,1315.451,1344.663,1310.132,1339.817,28.49173971,1342.187,1329.142
20131023,1339.812,1342.187,1329.142,1332.943,30.93959954,1351.937,1330.281
20131024,1331.703,1351.937,1330.281,1346.316,31.80911971,1355.747,1336.602
20131025,1346.321,1355.747,1336.602,1349.885,30.10547945,1361.737,1346.372
20131028,1353.483,1361.737,1346.372,1352.148,26.69537965,1360.408,1339.942
20131029,1352.473,1360.408,1339.942,1344.781,30.23235952,1359.493,1334.752
20131030,1344.242,1359.493,1334.752,1344.2,32.4410396,1343.082,1319.07
20131031,1341.666,1343.082,1319.07,1322.799,34.45027941,1327.372,1306.074
