Date,Open,High,Low,Close,Predicted High,Predicted Low
20100521,89.675,90.475,89.03,89.95,90.62,89.74
20100524,90.3,90.62,89.74,90.28,90.305,89.255
20100525,90.28,90.305,89.255,90.22,90.67,89.82
20100526,90.22,90.67,89.82,89.91,91.075,89.805
20100527,89.91,91.075,89.805,91.03,91.405,90.605
20100528,91.03,91.405,90.605,91.05,91.615,90.91
20100531,90.925,91.615,90.91,91.25,91.455,90.54
20100601,91.25,91.455,90.54,90.94,92.35,90.88
20100602,90.93,92.35,90.88,92.115,92.8,92.04
20100603,92.11,92.8,92.04,92.7,92.88,91.42
20100604,92.69,92.88,91.42,91.875,92.08,90.98
20100607,91.705,92.08,90.98,91.365,91.92,90.835
20100608,91.365,91.92,90.835,91.445,91.665,91.055
20100609,91.44,91.665,91.055,91.285,91.465,90.855
20100610,91.28,91.465,90.855,91.315,91.77,91.195
20100611,91.29,91.77,91.195,91.635,92.11,91.415
20100614,91.83,92.11,91.415,91.57,91.69,91.075
20100615,91.565,91.69,91.075,91.45,91.825,91.085
20100616,91.455,91.825,91.085,91.43,91.435,90.51
20100617,91.43,91.435,90.51,90.995,91.07,90.445
20100618,90.995,91.07,90.445,90.7,91.475,90.21
20100621,90.235,91.475,90.21,91.1,91.1,90.33
20100622,91.1,91.1,90.33,90.56,90.58,89.725
20100623,90.555,90.58,89.725,89.8,89.975,89.22
20100624,89.8,89.975,89.22,89.6,89.77,89.215
20100625,89.595,89.77,89.215,89.235,89.465,89.065
20100628,89.24,89.465,89.065,89.355,89.41,88.28
20100629,89.35,89.41,88.28,88.59,88.76,88.36
20100630,88.585,88.76,88.36,88.43,88.56,86.965
20100701,88.43,88.56,86.965,87.58,88.205,87.325
20100702,87.575,88.205,87.325,87.735,88,87.625
20100705,87.625,88,87.625,87.76,87.975,87.345
20100706,87.75,87.975,87.345,87.515,87.77,87.015
20100707,87.505,87.77,87.015,87.69,88.64,87.645
20100708,87.69,88.64,87.645,88.34,88.7,88.315
20100709,88.335,88.7,88.315,88.61,89.15,88.38
20100712,88.725,89.15,88.38,88.605,88.86,88.025
20100713,88.595,88.86,88.025,88.725,89.105,88.07
20100714,88.725,89.105,88.07,88.38,88.485,87.23
20100715,88.38,88.485,87.23,87.375,87.505,86.265
20100716,87.37,87.505,86.265,86.56,87.215,86.435
20100719,86.435,87.215,86.435,86.69,87.565,86.645
20100720,86.675,87.565,86.645,87.5,87.5,86.865
20100721,87.495,87.5,86.865,87.04,87.205,86.335
20100722,87.04,87.205,86.335,86.94,87.5,86.735
20100723,86.93,87.5,86.735,87.45,87.71,86.82
20100726,87.45,87.71,86.82,86.875,87.975,86.825
20100727,86.875,87.975,86.825,87.895,88.115,87.25
20100728,87.88,88.115,87.25,87.46,87.51,86.565
20100729,87.46,87.51,86.565,86.775,86.975,85.945
20100730,86.775,86.975,85.945,86.455,86.88,86.065
20100802,86.31,86.88,86.065,86.49,86.65,85.67
20100803,86.49,86.65,85.67,85.78,86.38,85.325
20100804,85.795,86.38,85.325,86.26,86.45,85.71
20100805,86.26,86.45,85.71,85.815,86.18,85.02
20100806,85.815,86.18,85.02,85.495,85.945,85.295
20100809,85.305,85.945,85.295,85.92,86.235,85.17
20100810,85.92,86.235,85.17,85.435,85.465,84.725
20100811,85.435,85.465,84.725,85.315,85.98,84.93
20100812,85.315,85.98,84.93,85.9,86.37,85.565
20100813,85.9,86.37,85.565,86.18,86.235,85.21
20100816,86.065,86.235,85.21,85.335,85.675,85.11
20100817,85.335,85.675,85.11,85.52,85.68,85.185
20100818,85.52,85.68,85.185,85.45,85.915,84.885
20100819,85.44,85.915,84.885,85.38,85.82,85.19
20100820,85.38,85.82,85.19,85.605,85.7,85.095
20100823,85.55,85.7,85.095,85.15,85.19,83.59
20100824,85.15,85.19,83.59,83.89,84.83,83.89
20100825,83.895,84.83,83.89,84.565,84.88,84.325
20100826,84.565,84.88,84.325,84.44,85.45,84.265
20100827,84.44,85.45,84.265,85.215,85.9,84.5
20100830,85.255,85.9,84.5,84.61,84.66,83.82
20100831,84.61,84.66,83.82,84.185,84.66,83.67
20100901,84.185,84.66,83.67,84.44,84.55,83.995
20100902,84.44,84.55,83.995,84.27,85.215,84.16
20100903,84.27,85.215,84.16,84.25,84.49,84.04
20100906,84.095,84.49,84.04,84.195,84.255,83.515
20100907,84.195,84.255,83.515,83.83,84.04,83.34
20100908,83.825,84.04,83.34,83.87,84.025,83.49
20100909,83.855,84.025,83.49,83.775,84.38,83.75
20100910,83.775,84.38,83.75,84.155,84.36,83.5
20100913,84.195,84.36,83.5,83.7,83.75,82.92
20100914,83.7,83.75,82.92,83.025,85.77,82.875
20100915,83.025,85.77,82.875,85.735,85.93,85.225
20100916,85.725,85.93,85.225,85.78,85.925,85.595
20100917,85.775,85.925,85.595,85.84,85.8,85.505
20100920,85.665,85.8,85.505,85.695,85.77,84.975
20100921,85.695,85.77,84.975,85.08,85.18,84.275
20100922,85.08,85.18,84.275,84.49,84.67,84.26
20100923,84.49,84.67,84.26,84.375,85.385,84.11
20100924,84.375,85.385,84.11,84.21,84.39,84.115
20100927,84.215,84.39,84.115,84.28,84.34,83.695
20100928,84.28,84.34,83.695,83.87,84.08,83.5
20100929,83.87,84.08,83.5,83.695,83.805,83.165
20100930,83.695,83.805,83.165,83.51,83.575,83.16
20101001,83.51,83.575,83.16,83.215,83.87,83.18
20101004,83.21,83.87,83.18,83.35,83.985,82.955
20101005,83.345,83.985,82.955,83.21,83.265,82.755
20101006,83.205,83.265,82.755,82.92,83.03,82.11
20101007,82.915,83.03,82.11,82.41,82.56,81.725
20101008,82.41,82.56,81.725,81.9,82.18,81.375
20101011,81.885,82.18,81.375,82.06,82.355,81.665
20101012,82.055,82.355,81.665,81.71,82.005,81.655
20101013,81.71,82.005,81.655,81.8,81.84,80.885
20101014,81.8,81.84,80.885,81.475,81.62,80.875
20101015,81.475,81.62,80.875,81.4,81.48,81.125
20101018,81.345,81.48,81.125,81.26,81.92,81.135
20101019,81.26,81.92,81.135,81.575,81.655,80.84
20101020,81.585,81.655,80.84,81.08,81.82,80.92
20101021,81.08,81.82,80.92,81.32,81.5,80.99
20101022,81.32,81.5,80.99,81.37,81.447,80.412
20101025,81.247,81.447,80.412,80.807,81.65,80.612
20101026,80.794,81.65,80.612,81.427,81.98,81.313
20101027,81.407,81.98,81.313,81.752,81.772,80.863
20101028,81.752,81.772,80.863,81.017,81.069,80.372
20101029,81.004,81.069,80.372,80.372,80.357,80.238
20101031,80.274,80.357,80.238,80.328,81.399,80.238
20101101,80.324,81.399,80.238,80.496,80.959,80.474
20101102,80.501,80.959,80.474,80.672,81.576,80.598
20101103,80.672,81.576,80.598,81.137,81.216,80.584
20101104,81.137,81.216,80.584,80.707,81.465,80.619
20101105,80.706,81.465,80.619,81.246,81.434,81.003
20101108,81.208,81.434,81.003,81.162,81.96,80.533
20101109,81.159,81.96,80.533,81.683,82.794,81.551
20101110,81.684,82.794,81.551,82.271,82.604,82.039
20101111,82.271,82.604,82.039,82.474,82.651,81.65
20101112,82.473,82.651,81.65,82.513,83.252,82.395
20101115,82.398,83.252,82.395,83.067,83.589,82.847
20101116,83.067,83.589,82.847,83.281,83.549,83.033
20101117,83.28,83.549,83.033,83.174,83.78,83.004
20101118,83.171,83.78,83.004,83.512,83.64,83.139
20101119,83.487,83.64,83.139,83.524,83.56,83.229
20101122,83.458,83.56,83.229,83.327,83.842,82.778
20101123,83.327,83.842,82.778,83.154,83.659,82.94
20101124,83.146,83.659,82.94,83.528,83.69,83.402
20101125,83.511,83.69,83.402,83.589,84.182,83.557
20101126,83.589,84.182,83.557,84.049,84.398,83.818
20101129,84.008,84.398,83.818,84.245,84.3,83.417
20101130,84.245,84.3,83.417,83.678,84.387,83.374
20101201,83.678,84.387,83.374,84.182,84.358,83.487
20101202,84.182,84.358,83.487,83.809,83.889,82.515
20101203,83.807,83.889,82.515,82.522,82.989,82.567
20101206,82.622,82.989,82.567,82.648,83.657,82.337
20101207,82.612,83.657,82.337,83.48,84.298,83.453
20101208,83.472,84.298,83.453,84.029,84.11,83.507
20101209,84.025,84.11,83.507,83.757,84.009,83.449
20101210,83.751,84.009,83.449,83.939,84.347,83.104
20101213,83.983,84.347,83.104,83.378,83.774,82.832
20101214,83.357,83.774,82.832,83.652,84.509,83.594
20101215,83.652,84.509,83.594,84.231,84.443,83.899
20101216,84.231,84.443,83.899,83.908,84.199,83.687
20101217,83.908,84.199,83.687,83.966,84.118,83.628
20101220,83.904,84.118,83.628,83.766,83.9,83.497
20101221,83.773,83.9,83.497,83.737,83.848,83.41
20101222,83.718,83.848,83.41,83.563,83.574,82.854
20101223,83.563,83.574,82.854,82.908,83.161,82.851
20101224,82.908,83.161,82.851,82.861,82.975,82.65
20101227,82.753,82.975,82.65,82.791,82.84,81.811
20101228,82.788,82.84,81.811,82.379,82.466,81.606
20101229,82.36,82.466,81.606,81.606,81.848,81.287
20101230,81.606,81.848,81.287,81.518,81.542,80.936
20101231,81.503,81.542,80.936,81.119,81.738,80.916
20110103,81.127,81.738,80.916,81.73,82.277,81.608
20110104,81.727,82.277,81.608,82.03,83.374,81.879
20110105,82.025,83.374,81.879,83.241,83.388,82.879
20110106,83.241,83.388,82.879,83.315,83.674,82.85
20110107,83.315,83.674,82.85,83.135,83.273,82.665
20110110,83.194,83.273,82.665,82.696,83.487,82.676
20110111,82.695,83.487,82.676,83.235,83.458,82.809
20110112,83.223,83.458,82.809,82.991,83.148,82.544
20110113,82.991,83.148,82.544,82.807,83.06,82.406
20110114,82.798,83.06,82.406,82.837,82.999,82.348
20110117,82.773,82.999,82.348,82.667,82.82,82.329
20110118,82.66,82.82,82.329,82.545,82.685,81.848
20110119,82.528,82.685,81.848,82.013,83.121,81.973
20110120,81.987,83.121,81.973,82.997,83.086,82.528
20110121,82.986,83.086,82.528,82.559,82.917,82.3
20110124,82.502,82.917,82.3,82.517,82.663,81.977
20110125,82.516,82.663,81.977,82.245,82.606,81.98
20110126,82.238,82.606,81.98,82.163,83.21,82.019
20110127,82.153,83.21,82.019,82.906,82.919,81.982
20110128,82.905,82.919,81.982,82.108,82.25,81.906
20110131,81.979,82.25,81.906,82.029,82.147,81.307
20110201,82.027,82.147,81.307,81.352,81.855,81.31
20110202,81.34,81.855,81.31,81.548,82.057,81.399
20110203,81.517,82.057,81.399,81.615,82.461,81.104
20110204,81.615,82.461,81.104,82.173,82.465,82.14
20110207,82.141,82.465,82.14,82.326,82.418,81.769
20110208,82.326,82.418,81.769,82.36,82.661,82.198
20110209,82.359,82.661,82.198,82.352,83.366,82.218
20110210,82.352,83.366,82.218,83.217,83.667,83.187
20110211,83.203,83.667,83.187,83.423,83.515,83.093
20110214,83.482,83.515,83.093,83.317,83.911,83.193
20110215,83.317,83.911,83.193,83.764,83.968,83.489
20110216,83.757,83.968,83.489,83.668,83.742,83.15
20110217,83.654,83.742,83.15,83.3,83.526,83.029
20110218,83.284,83.526,83.029,83.174,83.26,83.009
20110221,83.06,83.26,83.009,83.131,83.525,82.577
20110222,83.131,83.525,82.577,82.759,82.887,82.315
20110223,82.759,82.887,82.315,82.504,82.505,81.619
20110224,82.503,82.505,81.619,81.877,82.058,81.637
20110225,81.877,82.058,81.637,81.662,81.979,81.617
20110228,81.668,81.979,81.617,81.775,82.229,81.731
20110301,81.775,82.229,81.731,81.852,82.108,81.566
20110302,81.85,82.108,81.566,81.861,82.517,81.721
20110303,81.86,82.517,81.721,82.437,83.065,82.214
20110304,82.437,83.065,82.214,82.306,82.322,82.242
20110306,82.298,82.322,82.242,82.283,82.384,81.949
20110307,82.31,82.384,81.949,82.228,82.848,82.206
20110308,82.228,82.848,82.206,82.661,82.93,82.574
20110309,82.641,82.93,82.574,82.733,83.167,82.697
20110310,82.733,83.167,82.697,82.984,83.292,81.652
20110311,82.979,83.292,81.652,81.884,81.889,81.618
20110313,81.638,81.889,81.618,81.655,82.448,80.577
20110314,81.664,82.448,80.577,81.679,82.039,80.603
20110315,81.681,82.039,80.603,80.756,81.166,76.388
20110316,80.756,81.166,76.388,77.197,79.74,77.088
20110317,77.194,79.74,77.088,79.098,81.986,79.066
20110318,79.093,81.986,79.066,80.546,80.897,80.729
20110320,80.857,80.897,80.729,80.857,81.313,80.719
20110321,80.857,81.313,80.719,81.126,81.279,80.84
20110322,81.126,81.279,80.84,80.981,81.068,80.7
20110323,80.98,81.068,80.7,80.935,81.049,80.761
20110324,80.936,81.049,80.761,80.995,81.488,80.869
20110325,80.995,81.488,80.869,81.334,81.405,81.295
20110327,81.378,81.405,81.295,81.388,81.841,81.384
20110328,81.39,81.841,81.384,81.673,82.477,81.54
20110329,81.672,82.477,81.54,82.467,83.179,82.363
20110330,82.467,83.179,82.363,82.868,83.218,82.561
20110331,82.867,83.218,82.561,83.116,84.728,83.108
20110401,83.116,84.728,83.108,84.043,84.381,83.851
20110404,84.17,84.381,83.851,84.049,84.869,83.998
20110405,84.04,84.869,83.998,84.857,85.519,84.828
20110406,84.855,85.519,84.828,85.479,85.497,84.588
20110407,85.472,85.497,84.588,84.899,85.387,84.663
20110408,84.894,85.387,84.663,84.764,85.152,84.51
20110411,84.844,85.152,84.51,84.587,84.777,83.458
20110412,84.577,84.777,83.458,83.549,84.258,83.499
20110413,83.545,84.258,83.499,83.868,83.928,82.95
20110414,83.868,83.928,82.95,83.489,83.778,82.954
20110415,83.486,83.778,82.954,83.096,83.256,82.177
20110418,83.174,83.256,82.177,82.628,82.757,82.315
20110419,82.628,82.757,82.315,82.563,83.094,82.25
20110420,82.563,83.094,82.25,82.549,82.583,81.62
20110421,82.543,82.583,81.62,81.838,82.106,81.661
20110422,81.838,82.106,81.661,81.834,82.42,81.665
20110425,81.789,82.42,81.665,81.822,81.969,81.483
20110426,81.821,81.969,81.483,81.546,82.785,81.259
20110427,81.545,82.785,81.259,82.14,82.273,81.397
20110428,82.14,82.273,81.397,81.519,81.648,81.04
20110429,81.517,81.648,81.04,81.162,81.687,80.996
20110502,81.06,81.687,80.996,81.207,81.27,80.695
20110503,81.203,81.27,80.695,80.918,81.187,80.43
20110504,80.918,81.187,80.43,80.604,80.687,79.563
20110505,80.604,80.687,79.563,80.06,80.936,80.034
20110506,80.057,80.936,80.034,80.607,80.837,80.178
20110509,80.603,80.837,80.178,80.341,80.904,80.156
20110510,80.341,80.904,80.156,80.86,81.321,80.613
20110511,80.858,81.321,80.613,81.032,81.335,80.707
20110512,81.031,81.335,80.707,80.925,81.084,80.337
20110513,80.925,81.084,80.337,80.744,81.063,80.628
20110516,80.828,81.063,80.628,80.778,81.769,80.732
20110517,80.777,81.769,80.732,81.398,81.718,80.937
20110518,81.395,81.718,80.937,81.673,82.227,81.467
20110519,81.673,82.227,81.467,81.595,81.859,81.478
20110520,81.594,81.859,81.478,81.672,82.037,81.318
20110523,81.771,82.037,81.318,81.996,82.208,81.613
20110524,81.99,82.208,81.613,81.947,82.168,81.79
20110525,81.93,82.168,81.79,81.961,82.083,81.149
20110526,81.96,82.083,81.149,81.268,81.407,80.698
20110527,81.269,81.407,80.698,80.758,80.977,80.711
20110530,80.735,80.977,80.711,80.913,81.769,80.71
20110531,80.906,81.769,80.71,81.508,81.559,80.661
20110601,81.507,81.559,80.661,80.932,81.321,80.555
20110602,80.931,81.321,80.555,80.886,81.012,80.049
20110603,80.881,81.012,80.049,80.238,80.39,79.977
20110606,80.207,80.39,79.977,80.089,80.329,79.983
20110607,80.085,80.329,79.983,80.094,80.279,79.694
20110608,80.089,80.279,79.694,79.884,80.416,79.834
20110609,79.876,80.416,79.834,80.353,80.46,79.963
20110610,80.343,80.46,79.963,80.292,80.687,80.113
20110613,80.244,80.687,80.113,80.225,80.622,80.083
20110614,80.218,80.622,80.083,80.476,81.055,80.379
20110615,80.471,81.055,80.379,80.933,81.049,80.48
20110616,80.927,81.049,80.48,80.63,80.671,80.008
20110617,80.634,80.671,80.008,80.01,80.366,80.021
20110620,80.124,80.366,80.021,80.252,80.339,80.05
20110621,80.249,80.339,80.05,80.192,80.378,80.011
20110622,80.191,80.378,80.011,80.278,80.79,80.275
20110623,80.278,80.79,80.275,80.489,80.6,80.134
20110624,80.49,80.6,80.134,80.389,80.979,80.29
20110627,80.29,80.979,80.29,80.872,81.264,80.657
20110628,80.872,81.264,80.657,81.103,81.181,80.554
20110629,81.098,81.181,80.554,80.757,80.863,80.26
20110630,80.758,80.863,80.26,80.559,81.146,80.494
20110701,80.546,81.146,80.494,80.805,80.902,80.53
20110704,80.793,80.902,80.53,80.776,81.182,80.701
20110705,80.776,81.182,80.701,81.055,81.118,80.765
20110706,81.056,81.118,80.765,80.904,81.408,80.79
20110707,80.901,81.408,80.79,81.223,81.47,80.498
20110708,81.223,81.47,80.498,80.538,80.826,80.1
20110711,80.534,80.826,80.1,80.246,80.37,79.171
20110712,80.246,80.37,79.171,79.231,79.568,78.452
20110713,79.227,79.568,78.452,78.951,79.598,78.461
20110714,78.951,79.598,78.461,79.121,79.271,78.885
20110715,79.12,79.271,78.885,79.117,79.177,78.948
20110718,79.083,79.177,78.948,79.029,79.272,78.818
20110719,79.028,79.272,78.818,79.163,79.315,78.705
20110720,79.162,79.315,78.705,78.76,79.026,78.27
20110721,78.76,79.026,78.27,78.28,78.726,78.213
20110722,78.28,78.726,78.213,78.521,78.552,78.052
20110725,78.312,78.552,78.052,78.274,78.686,77.826
20110726,78.274,78.686,77.826,77.866,78.166,77.57
20110727,77.866,78.166,77.57,77.97,78.02,77.627
20110728,77.963,78.02,77.627,77.657,77.861,76.713
20110729,77.656,77.861,76.713,76.768,78.03,76.292
20110801,77.134,78.03,76.292,77.204,77.811,76.957
20110802,77.197,77.811,76.957,77.128,77.402,76.778
20110803,77.128,77.402,76.778,77.042,80.232,76.96
20110804,77.04,80.232,76.96,78.878,79.407,78.316
20110805,78.87,79.407,78.316,78.419,78.46,77.497
20110808,78.04,78.46,77.497,77.737,77.853,76.696
20110809,77.738,77.853,76.696,76.947,77.304,76.345
20110810,76.946,77.304,76.345,76.846,77.229,76.305
20110811,76.843,77.229,76.305,76.83,77.016,76.509
20110812,76.83,77.016,76.509,76.672,77.09,76.589
20110815,76.815,77.09,76.589,76.832,76.925,76.647
20110816,76.832,76.925,76.647,76.779,76.836,76.405
20110817,76.776,76.836,76.405,76.59,76.707,76.446
20110818,76.588,76.707,76.446,76.569,76.962,75.95
20110819,76.561,76.962,75.95,76.529,77.204,76.55
20110822,76.753,77.204,76.55,76.778,76.93,76.468
20110823,76.778,76.93,76.468,76.637,77.069,76.463
20110824,76.648,77.069,76.463,76.965,77.69,76.84
20110825,76.962,77.69,76.84,77.458,77.514,76.496
20110826,77.452,77.514,76.496,76.652,77.012,76.572
20110829,76.747,77.012,76.572,76.824,76.979,76.599
20110830,76.823,76.979,76.599,76.731,76.838,76.421
20110831,76.725,76.838,76.421,76.658,77.235,76.565
20110901,76.658,77.235,76.565,76.917,76.965,76.525
20110902,76.913,76.965,76.525,76.787,76.972,76.688
20110905,76.891,76.972,76.688,76.871,77.722,76.717
20110906,76.868,77.722,76.717,77.643,77.708,77.065
20110907,77.652,77.708,77.065,77.25,77.59,77.138
20110908,77.252,77.59,77.138,77.497,77.852,77.092
20110909,77.492,77.852,77.092,77.572,77.582,76.751
20110912,77.419,77.582,76.751,77.195,77.25,76.8
20110913,77.194,77.25,76.8,76.94,77.061,76.599
20110914,76.942,77.061,76.599,76.615,77.324,76.556
20110915,76.615,77.324,76.556,76.69,76.967,76.65
20110916,76.689,76.967,76.65,76.769,76.976,76.324
20110919,76.917,76.976,76.324,76.577,76.757,76.354
20110920,76.576,76.757,76.354,76.44,76.731,76.114
20110921,76.437,76.731,76.114,76.446,76.966,76.1
20110922,76.446,76.966,76.1,76.23,76.88,76.147
20110923,76.229,76.88,76.147,76.571,76.758,76.22
20110926,76.442,76.758,76.22,76.349,76.929,76.261
20110927,76.347,76.929,76.261,76.807,76.869,76.332
20110928,76.806,76.869,76.332,76.597,77.02,76.41
20110929,76.597,77.02,76.41,76.828,77.191,76.493
20110930,76.824,77.191,76.493,77.034,77.257,76.511
20111003,77.094,77.257,76.511,76.617,76.976,76.527
20111004,76.618,76.976,76.527,76.8,77.068,76.61
20111005,76.799,77.068,76.61,76.786,76.834,76.557
20111006,76.784,76.834,76.557,76.709,76.907,76.582
20111007,76.708,76.907,76.582,76.714,76.849,76.569
20111010,76.777,76.849,76.569,76.669,76.753,76.601
20111011,76.668,76.753,76.601,76.64,77.481,76.31
20111012,76.642,77.481,76.31,77.246,77.287,76.673
20111013,77.242,77.287,76.673,76.884,77.444,76.8
20111014,76.884,77.444,76.8,77.201,77.447,76.601
20111017,77.055,77.447,76.601,76.818,76.908,76.624
20111018,76.822,76.908,76.624,76.811,76.858,76.657
20111019,76.812,76.858,76.657,76.802,77.085,76.678
20111020,76.802,77.085,76.678,76.797,76.911,75.773
20111021,76.796,76.911,75.773,76.25,76.48,75.972
20111024,76.187,76.48,75.972,76.09,76.298,75.734
20111025,76.092,76.298,75.734,76.092,76.319,75.711
20111026,76.085,76.319,75.711,76.17,76.28,75.658
20111027,76.168,76.28,75.658,75.938,75.997,75.67
20111028,75.939,75.997,75.67,75.797,75.763,75.611
20111030,75.632,75.763,75.611,75.679,79.526,75.573
20111031,75.68,79.526,75.573,78.178,78.987,78.012
20111101,78.178,78.987,78.012,78.364,78.407,77.94
20111102,78.363,78.407,77.94,78.075,78.158,77.89
20111103,78.077,78.158,77.89,78.047,78.263,77.982
20111104,78.047,78.263,77.982,78.228,78.183,77.977
20111107,78.179,78.183,77.977,78.042,78.096,77.594
20111108,78.042,78.096,77.594,77.722,77.881,77.539
20111109,77.721,77.881,77.539,77.809,77.869,77.504
20111110,77.808,77.869,77.504,77.642,77.681,77.05
20111111,77.639,77.681,77.05,77.125,77.265,76.812
20111114,77.248,77.265,76.812,77.058,77.489,76.906
20111115,77.069,77.489,76.906,77.021,77.146,76.851
20111116,77.032,77.146,76.851,77.05,77.086,76.913
20111117,77.05,77.086,76.913,76.975,77.029,76.572
20111118,76.975,77.029,76.572,76.832,76.99,76.76
20111121,76.854,76.99,76.76,76.88,77.33,76.834
20111122,76.877,77.33,76.834,76.963,77.579,76.924
